"Date et heure","Date et heure(RAW)","Somme","Somme(RAW)","Processeur 1","Processeur 1(RAW)","Processeur 2","Processeur 2(RAW)","Processeur 3","Processeur 3(RAW)","Processeur 4","Processeur 4(RAW)","Processeur 5","Processeur 5(RAW)","Processeur 6","Processeur 6(RAW)","Processeur 7","Processeur 7(RAW)","Processeur 8","Processeur 8(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"19/09/2024 22:00:00 - 23:00:00","45554.8750000000","0,73 %","0.7333","","0.3333","1 %","1.0000","2 %","1.7333","1 %","1.1000","","0.9000","","0.6667","1 %","1.2833","","0.3833","0 %","0.0000","100 %","0000010000"
"19/09/2024 23:00:00 - 00:00:00","45554.9166666667","23 %","22.9167","19 %","19.3833","23 %","22.8333","27 %","27.1500","23 %","23.2333","24 %","24.0500","22 %","22.5000","23 %","23.3833","21 %","21.3333","0 %","0.0000","100 %","0000010000"
"20/09/2024 00:00:00 - 01:00:00","45554.9583333333","18 %","17.6167","10 %","9.5500","15 %","14.7333","26 %","26.3833","32 %","32.2167","18 %","17.7000","13 %","12.6167","15 %","14.8000","13 %","12.5500","0 %","0.0000","100 %","0000010000"
"20/09/2024 01:00:00 - 02:00:00","45555.0000000000","25 %","24.6000","7 %","6.9167","21 %","20.7833","65 %","64.7000","22 %","21.7000","19 %","18.6500","8 %","8.4167","44 %","43.5000","12 %","11.5667","0 %","0.0000","100 %","0000010000"
"20/09/2024 02:00:00 - 03:00:00","45555.0416666667","19 %","18.8500","9 %","9.1333","11 %","10.9500","45 %","45.4167","12 %","12.4167","20 %","19.6500","12 %","11.8333","26 %","26.1833","15 %","14.7333","0 %","0.0000","100 %","0000010000"
"20/09/2024 03:00:00 - 04:00:00","45555.0833333333","2,15 %","2.1500","","0.2500","2 %","2.3333","7 %","7.1167","","0.6667","1 %","1.3500","1 %","1.0333","5 %","4.8167","1 %","1.1167","0 %","0.0000","100 %","0000010000"
"20/09/2024 04:00:00 - 05:00:00","45555.1250000000","2,08 %","2.0833","","0.7500","","0.9667","10 %","9.6000","2 %","1.5000","1 %","1.3500","","0.7667","3 %","2.7167","","0.6333","0 %","0.0000","100 %","0000010000"
"20/09/2024 05:00:00 - 06:00:00","45555.1666666667","31 %","30.8000","22 %","22.1333","30 %","30.3000","41 %","40.7167","32 %","31.8000","29 %","29.3833","20 %","20.4333","43 %","43.3500","28 %","28.2833","0 %","0.0000","100 %","0000010000"
"20/09/2024 06:00:00 - 07:00:00","45555.2083333333","29 %","28.6949","17 %","17.3390","34 %","34.4915","31 %","31.1695","34 %","34.0508","35 %","35.1864","19 %","18.9492","34 %","34.1186","25 %","24.5593","0 %","0.0000","100 %","0000010000"
"20/09/2024 07:00:00 - 08:00:00","45555.2500000000","30 %","29.7069","19 %","19.3793","35 %","35.0690","32 %","32.4828","35 %","34.8621","34 %","34.3276","20 %","20.1552","35 %","34.9655","27 %","26.5172","0 %","0.0000","100 %","0000010000"
"20/09/2024 08:00:00 - 09:00:00","45555.2916666667","21 %","20.7966","10 %","9.7627","26 %","25.9153","23 %","22.7966","26 %","26.1186","30 %","29.5932","12 %","11.8475","26 %","25.5932","15 %","15.4068","0 %","0.0000","100 %","0000010000"
"20/09/2024 09:00:00 - 10:00:00","45555.3333333333","5,93 %","5.9333","3 %","2.9500","8 %","7.7333","8 %","7.8000","6 %","6.2667","7 %","7.4167","4 %","3.6833","7 %","6.7333","5 %","5.0333","0 %","0.0000","100 %","0000010000"
"20/09/2024 10:00:00 - 11:00:00","45555.3750000000","4,40 %","4.4000","2 %","2.2167","4 %","3.5167","8 %","8.1833","5 %","4.8333","4 %","3.8833","4 %","4.1833","6 %","5.6833","3 %","3.3000","0 %","0.0000","100 %","0000010000"
"20/09/2024 11:00:00 - 12:00:00","45555.4166666667","3,98 %","3.9833","1 %","1.3500","4 %","4.4833","6 %","6.1167","4 %","4.1167","5 %","4.7167","2 %","1.9500","6 %","5.7000","3 %","3.4167","0 %","0.0000","100 %","0000010000"
"20/09/2024 12:00:00 - 13:00:00","45555.4583333333","3,83 %","3.8333","2 %","1.9667","4 %","4.1833","6 %","6.3000","5 %","4.6667","4 %","4.3667","2 %","2.4167","5 %","4.6333","3 %","3.0667","0 %","0.0000","100 %","0000010000"
"20/09/2024 13:00:00 - 14:00:00","45555.5000000000","4,12 %","4.1167","1 %","1.3500","4 %","3.5000","9 %","9.2333","5 %","5.0500","5 %","4.7833","2 %","1.9500","6 %","5.7833","2 %","2.3333","0 %","0.0000","100 %","0000010000"
"20/09/2024 14:00:00 - 15:00:00","45555.5416666667","5,05 %","5.0500","3 %","2.6000","4 %","4.3167","10 %","10.0333","5 %","4.8667","5 %","4.5500","3 %","3.4833","7 %","7.2000","4 %","3.7000","0 %","0.0000","100 %","0000010000"
"20/09/2024 15:00:00 - 16:00:00","45555.5833333333","1,70 %","1.7000","1 %","1.4333","1 %","1.2500","4 %","3.5000","2 %","1.6500","1 %","1.3333","1 %","1.1333","2 %","2.2667","2 %","1.6500","0 %","0.0000","100 %","0000010000"
"20/09/2024 16:00:00 - 17:00:00","45555.6250000000","3,02 %","3.0167","2 %","1.9667","3 %","2.6000","5 %","5.0667","3 %","3.4833","3 %","3.0000","2 %","1.6000","4 %","3.8833","3 %","3.2333","0 %","0.0000","100 %","0000010000"
"20/09/2024 17:00:00 - 18:00:00","45555.6666666667","14 %","13.8500","11 %","11.0500","14 %","13.8833","16 %","16.2333","15 %","14.9833","15 %","14.9333","12 %","11.5667","15 %","15.2167","14 %","13.7833","0 %","0.0000","100 %","0000010000"
"20/09/2024 18:00:00 - 19:00:00","45555.7083333333","0,83 %","0.8333","","0.9833","1 %","1.1333","2 %","1.6667","","0.9333","","0.8667","","0.7333","","0.8333","1 %","1.2167","0 %","0.0000","100 %","0000010000"
"20/09/2024 19:00:00 - 20:00:00","45555.7500000000","0,15 %","0.1500","","0.2667","","0.2333","","0.9833","","0.5167","","0.2167","","0.1333","","0.2333","","0.3667","0 %","0.0000","100 %","0000010000"
"20/09/2024 20:00:00 - 21:00:00","45555.7916666667","0,35 %","0.3500","","0.3333","","0.3000","2 %","1.7000","","0.7000","","0.2500","","0.1833","","0.7167","","0.2667","0 %","0.0000","100 %","0000010000"
"20/09/2024 21:00:00 - 22:00:00","45555.8333333333","0,18 %","0.1833","","0.2500","","0.2833","1 %","1.1333","","0.6667","","0.2000","","0.0833","","0.0667","","0.4167","0 %","0.0000","100 %","0000010000"
"20/09/2024 22:00:00 - 23:00:00","45555.8750000000","0,75 %","0.7500","","0.3167","","0.7333","2 %","2.1167","1 %","1.0833","","0.6667","","0.5500","1 %","1.2500","","0.6833","0 %","0.0000","100 %","0000010000"
"20/09/2024 23:00:00 - 00:00:00","45555.9166666667","23 %","23.1000","21 %","20.5167","27 %","26.6833","27 %","27.3333","23 %","22.8833","21 %","20.6000","25 %","24.9000","22 %","22.2667","20 %","19.8333","0 %","0.0000","100 %","0000010000"
"21/09/2024 00:00:00 - 01:00:00","45555.9583333333","20 %","19.6167","11 %","10.5333","13 %","13.3500","28 %","27.6333","13 %","13.4667","15 %","15.4000","44 %","44.3500","19 %","19.2500","12 %","12.3833","0 %","0.0000","100 %","0000010000"
"21/09/2024 01:00:00 - 02:00:00","45556.0000000000","24 %","24.2333","7 %","6.8833","20 %","19.9000","58 %","57.5333","24 %","23.8667","17 %","17.0500","9 %","8.8500","52 %","52.1833","7 %","7.4833","0 %","0.0000","100 %","0000010000"
"21/09/2024 02:00:00 - 03:00:00","45556.0416666667","21 %","20.6667","10 %","9.7667","12 %","11.8500","50 %","49.5500","14 %","14.4667","15 %","14.7667","13 %","13.4167","35 %","35.1333","17 %","17.0333","0 %","0.0000","100 %","0000010000"
"21/09/2024 03:00:00 - 04:00:00","45556.0833333333","0,57 %","0.5667","","0.1000","","0.7000","2 %","1.6333","","0.4333","2 %","2.4500","","0.7000","","0.4833","","0.2000","0 %","0.0000","100 %","0000010000"
"21/09/2024 04:00:00 - 05:00:00","45556.1250000000","34 %","33.9167","4 %","3.9000","52 %","52.3833","23 %","23.2333","55 %","55.3000","58 %","57.6500","7 %","6.9667","48 %","47.9833","24 %","24.2333","0 %","0.0000","100 %","0000010000"
"21/09/2024 05:00:00 - 06:00:00","45556.1666666667","34 %","34.0167","4 %","3.9833","50 %","50.2833","23 %","23.2500","56 %","56.2333","50 %","50.4333","6 %","5.9000","48 %","48.3667","34 %","33.8333","0 %","0.0000","100 %","0000010000"
"21/09/2024 06:00:00 - 07:00:00","45556.2083333333","28 %","27.7667","7 %","6.7000","45 %","44.9167","20 %","20.3667","40 %","39.7833","41 %","40.9667","9 %","8.6333","37 %","37.2167","23 %","23.4833","0 %","0.0000","100 %","0000010000"
"21/09/2024 07:00:00 - 08:00:00","45556.2500000000","8,27 %","8.2667","","0.9000","11 %","11.2167","9 %","9.4667","9 %","9.0500","16 %","15.7167","3 %","2.7500","12 %","12.1167","5 %","5.3833","0 %","0.0000","100 %","0000010000"
"21/09/2024 08:00:00 - 09:00:00","45556.2916666667","1,10 %","1.1000","","0.6833","2 %","1.5000","2 %","1.8500","1 %","1.1500","1 %","1.3000","","0.4500","2 %","1.8833","1 %","1.3000","0 %","0.0000","100 %","0000010000"
"21/09/2024 09:00:00 - 10:00:00","45556.3333333333","2,85 %","2.8500","2 %","2.1667","3 %","2.8167","5 %","4.9000","3 %","2.9667","3 %","2.8333","3 %","2.5167","4 %","3.6167","2 %","2.4000","0 %","0.0000","100 %","0000010000"
"21/09/2024 10:00:00 - 11:00:00","45556.3750000000","1,02 %","1.0167","","0.2500","1 %","1.0167","3 %","3.0167","1 %","1.2667","1 %","1.0333","1 %","1.0000","1 %","1.3333","","0.7833","0 %","0.0000","100 %","0000010000"
"21/09/2024 11:00:00 - 12:00:00","45556.4166666667","0,77 %","0.7667","","0.4333","","0.8667","2 %","1.7667","","0.7000","","0.8167","","0.7833","2 %","1.5167","","0.8833","0 %","0.0000","100 %","0000010000"
"21/09/2024 12:00:00 - 13:00:00","45556.4583333333","1,66 %","1.6610","","0.6102","1 %","1.1356","5 %","5.4237","1 %","1.4237","2 %","1.5424","1 %","1.2203","2 %","2.2881","","0.7119","0 %","0.0000","100 %","0000010000"
"21/09/2024 13:00:00 - 14:00:00","45556.5000000000","7,20 %","7.2000","5 %","4.7000","7 %","7.4667","10 %","10.2333","7 %","7.0167","6 %","6.4833","5 %","5.3833","11 %","11.4333","6 %","5.7500","0 %","0.0000","100 %","0000010000"
"21/09/2024 14:00:00 - 15:00:00","45556.5416666667","1,25 %","1.2500","","0.6167","1 %","1.0333","3 %","3.4333","1 %","1.1833","1 %","1.3500","","0.6167","2 %","2.1167","","0.9000","0 %","0.0000","100 %","0000010000"
"21/09/2024 15:00:00 - 16:00:00","45556.5833333333","0,65 %","0.6500","","0.4000","","0.3667","2 %","2.2000","","0.4833","","0.4000","","0.5500","1 %","1.3333","","0.6667","0 %","0.0000","100 %","0000010000"
"21/09/2024 16:00:00 - 17:00:00","45556.6250000000","0,90 %","0.9000","","0.3833","","0.7667","2 %","2.3500","1 %","1.0333","1 %","1.0333","","0.6833","2 %","1.5167","","0.9333","0 %","0.0000","100 %","0000010000"
"21/09/2024 17:00:00 - 18:00:00","45556.6666666667","0,37 %","0.3667","","0.3500","","0.2667","2 %","1.6167","","0.5333","","0.4000","","0.2500","","0.6000","","0.5000","0 %","0.0000","100 %","0000010000"
"21/09/2024 18:00:00 - 19:00:00","45556.7083333333","2,70 %","2.7000","3 %","2.5833","3 %","2.7167","5 %","4.9667","3 %","2.8500","3 %","2.5500","2 %","2.3333","3 %","2.7500","2 %","2.3667","0 %","0.0000","100 %","0000010000"
"21/09/2024 19:00:00 - 20:00:00","45556.7500000000","0,19 %","0.1864","","0.5085","","0.4746","","0.8644","","0.6780","","0.1356","","0.0847","","0.0847","","0.2203","0 %","0.0000","100 %","0000010000"
"21/09/2024 20:00:00 - 21:00:00","45556.7916666667","0,47 %","0.4667","","0.7167","","0.5167","2 %","1.7000","","0.5667","","0.1500","","0.1500","","0.7667","","0.5667","0 %","0.0000","100 %","0000010000"
"21/09/2024 21:00:00 - 22:00:00","45556.8333333333","0,25 %","0.2500","","0.5667","","0.4500","","0.7000","","0.2333","","0.1500","","0.4500","","0.0833","","0.5500","0 %","0.0000","100 %","0000010000"
"21/09/2024 22:00:00 - 23:00:00","45556.8750000000","0,80 %","0.8000","","0.6500","1 %","1.1333","2 %","1.7500","","0.7333","","0.7000","","0.7667","1 %","1.0000","","0.8333","0 %","0.0000","100 %","0000010000"
"21/09/2024 23:00:00 - 00:00:00","45556.9166666667","22 %","21.8621","20 %","20.2931","21 %","21.1207","25 %","25.4655","22 %","21.5517","22 %","21.8621","21 %","20.9655","22 %","22.0862","22 %","21.9483","0 %","0.0000","100 %","0000010000"
"22/09/2024 00:00:00 - 01:00:00","45556.9583333333","18 %","18.0286","16 %","16.0571","16 %","15.8000","24 %","23.8000","14 %","14.4571","14 %","14.4857","22 %","22.0857","14 %","14.4000","23 %","23.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 01:00:00 - 02:00:00","45557.0000000000","21 %","20.8833","2 %","2.4500","25 %","25.4333","64 %","64.1000","24 %","23.9833","29 %","29.3500","5 %","4.5333","12 %","12.2833","5 %","4.9833","0 %","0.0000","100 %","0000010000"
"22/09/2024 02:00:00 - 03:00:00","45557.0416666667","20 %","19.7667","11 %","10.6000","13 %","12.7833","53 %","52.5333","18 %","18.5000","17 %","17.4500","11 %","11.2833","21 %","21.2167","14 %","13.7667","0 %","0.0000","100 %","0000010000"
"22/09/2024 03:00:00 - 04:00:00","45557.0833333333","5,38 %","5.3833","2 %","2.3667","5 %","4.7000","11 %","10.5500","4 %","3.8667","6 %","6.3333","5 %","4.9167","7 %","7.1833","5 %","4.5833","0 %","0.0000","100 %","0000010000"
"22/09/2024 04:00:00 - 05:00:00","45557.1250000000","0,31 %","0.3051","","0.1864","","0.3729","2 %","1.5254","","0.3051","","0.3898","","0.4576","","0.1695","","0.6102","0 %","0.0000","100 %","0000010000"
"22/09/2024 05:00:00 - 06:00:00","45557.1666666667","0,17 %","0.1667","","0.1667","","0.0833","1 %","1.0333","","0.1500","","0.2833","","0.6667","","0.3167","","0.4333","0 %","0.0000","100 %","0000010000"
"22/09/2024 06:00:00 - 07:00:00","45557.2083333333","0,58 %","0.5833","","0.4167","","0.3333","2 %","1.5167","","0.4500","","0.5333","","0.5500","","0.8833","","0.5333","0 %","0.0000","100 %","0000010000"
"22/09/2024 07:00:00 - 08:00:00","45557.2500000000","0,42 %","0.4167","","0.1667","","0.5667","2 %","1.5333","","0.4167","","0.4500","","0.6833","","0.2833","","0.5167","0 %","0.0000","100 %","0000010000"
"22/09/2024 08:00:00 - 09:00:00","45557.2916666667","0,25 %","0.2500","","0.1833","","0.2833","","0.9000","","0.2333","","0.4333","","0.5167","","0.2000","","0.3500","0 %","0.0000","100 %","0000010000"
"22/09/2024 09:00:00 - 10:00:00","45557.3333333333","0,53 %","0.5345","","0.3793","","0.5862","2 %","1.7931","","0.4310","","0.4310","","0.7414","","0.5862","","0.4310","0 %","0.0000","100 %","0000010000"
"22/09/2024 10:00:00 - 11:00:00","45557.3750000000","2,05 %","2.0500","","0.3500","1 %","1.1500","11 %","11.1000","","0.9000","2 %","1.5833","","0.7000","2 %","1.5167","","0.5500","0 %","0.0000","100 %","0000010000"
"22/09/2024 11:00:00 - 12:00:00","45557.4166666667","0,18 %","0.1833","","0.1000","","0.6667","1 %","1.1000","","0.1833","","0.2833","","0.6833","","0.2000","","0.0500","0 %","0.0000","100 %","0000010000"
"22/09/2024 12:00:00 - 13:00:00","45557.4583333333","0,32 %","0.3220","","0.5085","","0.8475","1 %","1.3390","","0.2881","","0.2203","","0.5085","","0.2712","","0.1356","0 %","0.0000","100 %","0000010000"
"22/09/2024 13:00:00 - 14:00:00","45557.5000000000","0,57 %","0.5667","","0.3500","","0.9333","2 %","1.8500","","0.4000","","0.3333","","0.5833","1 %","1.1167","","0.4167","0 %","0.0000","100 %","0000010000"
"22/09/2024 14:00:00 - 15:00:00","45557.5416666667","0,24 %","0.2373","","0.4068","","0.4576","1 %","1.1186","","0.2712","","0.1186","","0.4915","","0.3390","","0.1695","0 %","0.0000","100 %","0000010000"
"22/09/2024 15:00:00 - 16:00:00","45557.5833333333","0,20 %","0.2000","","0.5000","","0.4167","1 %","1.0333","","0.3500","","0.1333","","0.3500","","0.2667","","0.1667","0 %","0.0000","100 %","0000010000"
"22/09/2024 16:00:00 - 17:00:00","45557.6250000000","0,28 %","0.2833","","0.2833","","0.6667","1 %","1.0667","","0.4333","","0.1500","","0.3667","","0.4333","","0.3667","0 %","0.0000","100 %","0000010000"
"22/09/2024 17:00:00 - 18:00:00","45557.6666666667","0,27 %","0.2667","","0.3833","","0.4167","","0.9667","","0.2833","","0.1500","","0.4833","","0.4500","","0.2000","0 %","0.0000","100 %","0000010000"
"22/09/2024 18:00:00 - 19:00:00","45557.7083333333","0,28 %","0.2833","","0.3833","","0.2500","1 %","1.0333","","0.4667","","0.1500","","0.2167","","0.7000","","0.2000","0 %","0.0000","100 %","0000010000"
"22/09/2024 19:00:00 - 20:00:00","45557.7500000000","0,23 %","0.2333","","0.4833","","0.3333","1 %","1.0500","","0.5333","","0.1833","","0.1333","","0.5000","","0.2333","0 %","0.0000","100 %","0000010000"
"22/09/2024 20:00:00 - 21:00:00","45557.7916666667","0,20 %","0.2000","","0.4667","","0.1167","","0.9333","","0.4500","","0.4000","","0.1500","","0.4333","","0.1667","0 %","0.0000","100 %","0000010000"
"22/09/2024 21:00:00 - 22:00:00","45557.8333333333","0,28 %","0.2833","","0.3500","","0.1333","","0.9667","","0.5167","","0.3167","","0.2000","","0.5167","","0.4167","0 %","0.0000","100 %","0000010000"
"22/09/2024 22:00:00 - 23:00:00","45557.8750000000","0,47 %","0.4667","","0.4000","","0.4500","2 %","1.7000","","0.7000","","0.5167","","0.2333","","0.6500","","0.3667","0 %","0.0000","100 %","0000010000"
"22/09/2024 23:00:00 - 00:00:00","45557.9166666667","23 %","22.5000","20 %","20.2333","23 %","23.4500","27 %","27.0333","23 %","22.6000","22 %","22.2333","20 %","20.1833","25 %","24.5167","21 %","20.7167","0 %","0.0000","100 %","0000010000"
"23/09/2024 00:00:00 - 01:00:00","45557.9583333333","20 %","20.2667","11 %","11.2667","17 %","16.9167","24 %","24.2667","23 %","23.1500","17 %","16.7667","15 %","14.8333","42 %","41.6000","13 %","13.0500","0 %","0.0000","100 %","0000010000"
"23/09/2024 01:00:00 - 02:00:00","45558.0000000000","25 %","24.6000","8 %","7.6000","17 %","16.5667","57 %","56.6500","40 %","39.6667","29 %","28.9333","13 %","13.3167","26 %","25.7000","8 %","7.6667","0 %","0.0000","100 %","0000010000"
"23/09/2024 02:00:00 - 03:00:00","45558.0416666667","18 %","18.4655","7 %","6.6552","10 %","10.1724","50 %","49.8621","22 %","21.7069","15 %","14.8448","9 %","9.0862","25 %","25.3966","10 %","9.5862","0 %","0.0000","100 %","0000010000"
"23/09/2024 03:00:00 - 04:00:00","45558.0833333333","0,55 %","0.5500","","0.6500","","0.1833","1 %","1.2000","","0.7167","","0.4500","","0.2000","2 %","1.8833","","0.2833","0 %","0.0000","100 %","0000010000"
"23/09/2024 04:00:00 - 05:00:00","45558.1250000000","2,27 %","2.2667","","0.7833","","0.5000","8 %","8.1500","2 %","2.0167","","0.7667","1 %","1.1167","5 %","4.6000","","0.9500","0 %","0.0000","100 %","0000010000"
"23/09/2024 05:00:00 - 06:00:00","45558.1666666667","40 %","39.8667","28 %","27.7833","45 %","45.2333","41 %","40.6833","44 %","44.4500","46 %","45.6000","28 %","27.6000","47 %","46.7167","41 %","41.0833","0 %","0.0000","100 %","0000010000"
"23/09/2024 06:00:00 - 07:00:00","45558.2083333333","36 %","36.0167","14 %","14.1667","50 %","49.5000","36 %","36.1833","49 %","49.2500","52 %","51.8500","17 %","16.9167","42 %","42.1000","28 %","27.9500","0 %","0.0000","100 %","0000010000"
"23/09/2024 07:00:00 - 08:00:00","45558.2500000000","30 %","29.9500","13 %","13.1667","40 %","39.9000","29 %","28.7333","41 %","41.2000","39 %","38.9333","14 %","14.4833","39 %","38.8667","25 %","24.9333","0 %","0.0000","100 %","0000010000"
"23/09/2024 08:00:00 - 09:00:00","45558.2916666667","15 %","14.7667","5 %","5.2500","18 %","18.1500","21 %","21.1500","19 %","19.0333","18 %","18.0833","8 %","7.7500","16 %","15.9667","13 %","13.4167","0 %","0.0000","100 %","0000010000"
"23/09/2024 09:00:00 - 10:00:00","45558.3333333333","4,60 %","4.6000","3 %","2.9167","5 %","4.7000","7 %","7.4500","5 %","5.0000","4 %","4.4667","3 %","3.3000","6 %","5.6000","4 %","4.0667","0 %","0.0000","100 %","0000010000"
"23/09/2024 10:00:00 - 11:00:00","45558.3750000000","14 %","13.6610","11 %","11.1356","12 %","12.4746","19 %","18.7797","13 %","13.0000","14 %","13.8475","11 %","11.4068","16 %","16.2542","12 %","12.1525","0 %","0.0000","100 %","0000010000"
"23/09/2024 11:00:00 - 12:00:00","45558.4166666667","11 %","11.3167","4 %","4.5000","12 %","12.2500","19 %","18.7833","12 %","12.3000","11 %","11.3167","6 %","5.9500","17 %","16.5833","9 %","9.2333","0 %","0.0000","100 %","0000010000"
"23/09/2024 12:00:00 - 13:00:00","45558.4583333333","5,97 %","5.9667","3 %","3.3667","5 %","5.1500","12 %","12.4500","5 %","5.2333","5 %","5.0000","4 %","4.2000","8 %","7.6167","5 %","5.0167","0 %","0.0000","100 %","0000010000"
"23/09/2024 13:00:00 - 14:00:00","45558.5000000000","14 %","13.5667","4 %","4.1500","13 %","12.6667","26 %","25.9667","10 %","9.5333","16 %","15.7833","14 %","14.3667","18 %","17.6167","9 %","9.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 14:00:00 - 15:00:00","45558.5416666667","16 %","15.7000","10 %","10.4333","15 %","15.1500","21 %","20.8333","17 %","16.6000","15 %","15.0333","15 %","15.2500","19 %","18.5667","14 %","13.7000","0 %","0.0000","100 %","0000010000"
"23/09/2024 15:00:00 - 16:00:00","45558.5833333333","4,85 %","4.8500","2 %","1.5667","5 %","5.3667","7 %","7.1833","6 %","5.5667","5 %","5.3667","2 %","1.8833","7 %","7.0333","6 %","5.5833","0 %","0.0000","100 %","0000010000"
"23/09/2024 16:00:00 - 17:00:00","45558.6250000000","11 %","11.2500","6 %","6.1333","12 %","11.7833","18 %","17.9333","13 %","12.5500","12 %","11.6333","8 %","7.5667","14 %","13.5167","10 %","9.8000","0 %","0.0000","100 %","0000010000"
