"Date et heure","Date et heure(RAW)","Nombre de requêtes de verrouillage/s","Nombre de requêtes de verrouillage/s(RAW)","Temps d'attente moyen","Temps d'attente moyen(RAW)","Nombre de blocages/s","Nombre de blocages/s(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"10/10/2024 11:00:00 - 12:00:00","45575.4166666667","515 #","514.8912","2,58 ms","2.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 12:00:00 - 13:00:00","45575.4583333333","825 #","825.4505","2,67 ms","2.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 13:00:00 - 14:00:00","45575.5000000000","817 #","816.9480","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 14:00:00 - 15:00:00","45575.5416666667","483 #","482.5230","13 ms","12.7500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 15:00:00 - 16:00:00","45575.5833333333","435 #","434.9637","5,83 ms","5.8333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 16:00:00 - 17:00:00","45575.6250000000","397 #","396.5908","7,08 ms","7.0833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 17:00:00 - 18:00:00","45575.6666666667","294 #","294.1558","5,83 ms","5.8333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 18:00:00 - 19:00:00","45575.7083333333","123 #","123.4577","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 19:00:00 - 20:00:00","45575.7500000000","58 #","57.7089","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 20:00:00 - 21:00:00","45575.7916666667","142 #","142.0334","3,92 ms","3.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 21:00:00 - 22:00:00","45575.8333333333","96 #","95.5498","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 22:00:00 - 23:00:00","45575.8750000000","129 #","128.6483","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 23:00:00 - 00:00:00","45575.9166666667","1 491 #","1491.3968","5,25 ms","5.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 00:00:00 - 01:00:00","45575.9583333333","3 872 #","3872.4551","2,58 ms","2.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 01:00:00 - 02:00:00","45576.0000000000","2 177 #","2176.9306","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 02:00:00 - 03:00:00","45576.0416666667","1 252 #","1252.1025","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 03:00:00 - 04:00:00","45576.0833333333","58 #","58.4531","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 04:00:00 - 05:00:00","45576.1250000000","360 #","360.1876","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 05:00:00 - 06:00:00","45576.1666666667","1 544 #","1544.0197","10 ms","10.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 06:00:00 - 07:00:00","45576.2083333333","1 187 #","1186.9110","37 ms","36.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 07:00:00 - 08:00:00","45576.2500000000","1 495 #","1494.8842","42 ms","41.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 08:00:00 - 09:00:00","45576.2916666667","938 #","938.0687","12 ms","12.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 09:00:00 - 10:00:00","45576.3333333333","628 #","628.3533","23 ms","22.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 10:00:00 - 11:00:00","45576.3750000000","253 #","252.5190","4,58 ms","4.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 11:00:00 - 12:00:00","45576.4166666667","360 #","359.5167","13 ms","12.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 12:00:00 - 13:00:00","45576.4583333333","838 #","837.5252","2,58 ms","2.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 13:00:00 - 14:00:00","45576.5000000000","586 #","586.4624","2,25 ms","2.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 14:00:00 - 15:00:00","45576.5416666667","484 #","483.9114","14 ms","13.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 15:00:00 - 16:00:00","45576.5833333333","246 #","245.5320","3,92 ms","3.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 16:00:00 - 17:00:00","45576.6250000000","333 #","332.8804","3,25 ms","3.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 17:00:00 - 18:00:00","45576.6666666667","135 #","134.8896","2,58 ms","2.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 18:00:00 - 19:00:00","45576.7083333333","130 #","130.1818","3,75 ms","3.7500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 19:00:00 - 20:00:00","45576.7500000000","56 #","55.5287","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 20:00:00 - 21:00:00","45576.7916666667","171 #","171.2488","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 21:00:00 - 22:00:00","45576.8333333333","232 #","231.6120","1,25 ms","1.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 22:00:00 - 23:00:00","45576.8750000000","127 #","126.8683","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 23:00:00 - 00:00:00","45576.9166666667","1 499 #","1499.4127","2,58 ms","2.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 00:00:00 - 01:00:00","45576.9583333333","4 748 #","4748.0560","3,58 ms","3.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 01:00:00 - 02:00:00","45577.0000000000","2 265 #","2264.9366","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 02:00:00 - 03:00:00","45577.0416666667","1 265 #","1265.0791","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 03:00:00 - 04:00:00","45577.0833333333","58 #","57.9623","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 04:00:00 - 05:00:00","45577.1250000000","803 #","802.6359","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 05:00:00 - 06:00:00","45577.1666666667","368 #","368.1773","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 06:00:00 - 07:00:00","45577.2083333333","427 #","427.0269","3,50 ms","3.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 07:00:00 - 08:00:00","45577.2500000000","344 #","344.0119","5,25 ms","5.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 08:00:00 - 09:00:00","45577.2916666667","204 #","204.4243","3,92 ms","3.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 09:00:00 - 10:00:00","45577.3333333333","281 #","281.2897","3,92 ms","3.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 10:00:00 - 11:00:00","45577.3750000000","135 #","134.7416","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 11:00:00 - 12:00:00","45577.4166666667","276 #","276.0708","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 12:00:00 - 13:00:00","45577.4583333333","273 #","273.1155","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 13:00:00 - 14:00:00","45577.5000000000","187 #","186.6043","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 14:00:00 - 15:00:00","45577.5416666667","124 #","123.5150","3,92 ms","3.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 15:00:00 - 16:00:00","45577.5833333333","167 #","166.8102","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 16:00:00 - 17:00:00","45577.6250000000","218 #","218.1446","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 17:00:00 - 18:00:00","45577.6666666667","166 #","165.9777","2,67 ms","2.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 18:00:00 - 19:00:00","45577.7083333333","152 #","151.9970","3 ms","3.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 19:00:00 - 20:00:00","45577.7500000000","71 #","71.3313","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 20:00:00 - 21:00:00","45577.7916666667","64 #","64.0583","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 21:00:00 - 22:00:00","45577.8333333333","149 #","148.8700","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 22:00:00 - 23:00:00","45577.8750000000","129 #","128.7255","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 23:00:00 - 00:00:00","45577.9166666667","1 573 #","1573.3861","3,92 ms","3.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 00:00:00 - 01:00:00","45577.9583333333","3 739 #","3738.9455","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 01:00:00 - 02:00:00","45578.0000000000","2 568 #","2568.3511","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 02:00:00 - 03:00:00","45578.0416666667","1 239 #","1239.3550","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 03:00:00 - 04:00:00","45578.0833333333","56 #","56.0007","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 04:00:00 - 05:00:00","45578.1250000000","208 #","207.9783","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 05:00:00 - 06:00:00","45578.1666666667","55 #","54.6236","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 06:00:00 - 07:00:00","45578.2083333333","121 #","120.5465","3,92 ms","3.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 07:00:00 - 08:00:00","45578.2500000000","60 #","60.1915","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 08:00:00 - 09:00:00","45578.2916666667","55 #","54.6209","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 09:00:00 - 10:00:00","45578.3333333333","65 #","65.4999","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 10:00:00 - 11:00:00","45578.3750000000","189 #","189.0197","7,42 ms","7.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 11:00:00 - 12:00:00","45578.4166666667","55 #","54.5297","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 12:00:00 - 13:00:00","45578.4583333333","89 #","88.7317","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 13:00:00 - 14:00:00","45578.5000000000","85 #","85.4938","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 14:00:00 - 15:00:00","45578.5416666667","56 #","56.4247","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 15:00:00 - 16:00:00","45578.5833333333","55 #","55.2178","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 16:00:00 - 17:00:00","45578.6250000000","55 #","54.9533","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 17:00:00 - 18:00:00","45578.6666666667","55 #","55.0054","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 18:00:00 - 19:00:00","45578.7083333333","54 #","53.5634","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 19:00:00 - 20:00:00","45578.7500000000","57 #","56.6695","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 20:00:00 - 21:00:00","45578.7916666667","55 #","54.9407","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 21:00:00 - 22:00:00","45578.8333333333","268 #","267.5472","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 22:00:00 - 23:00:00","45578.8750000000","217 #","216.9639","9,92 ms","9.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 23:00:00 - 00:00:00","45578.9166666667","1 157 #","1156.6438","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 00:00:00 - 01:00:00","45578.9583333333","3 992 #","3992.0141","2,58 ms","2.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 01:00:00 - 02:00:00","45579.0000000000","2 277 #","2276.8219","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 02:00:00 - 03:00:00","45579.0416666667","820 #","820.3612","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 03:00:00 - 04:00:00","45579.0833333333","59 #","58.5842","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 04:00:00 - 05:00:00","45579.1250000000","523 #","522.6118","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 05:00:00 - 06:00:00","45579.1666666667","1 379 #","1379.3786","5,50 ms","5.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 06:00:00 - 07:00:00","45579.2083333333","1 094 #","1094.4717","8,25 ms","8.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 07:00:00 - 08:00:00","45579.2500000000","1 248 #","1247.6787","20 ms","20.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 08:00:00 - 09:00:00","45579.2916666667","1 324 #","1324.1431","19 ms","19.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 09:00:00 - 10:00:00","45579.3333333333","282 #","282.3254","12 ms","12.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 10:00:00 - 11:00:00","45579.3750000000","206 #","206.4649","3,69 ms","3.6923","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 11:00:00 - 12:00:00","45579.4166666667","270 #","270.2929","3,62 ms","3.6154","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 12:00:00 - 13:00:00","45579.4583333333","862 #","861.7992","62 ms","61.8333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 13:00:00 - 14:00:00","45579.5000000000","844 #","843.7111","8,58 ms","8.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 14:00:00 - 15:00:00","45579.5416666667","531 #","531.4561","6,33 ms","6.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 15:00:00 - 16:00:00","45579.5833333333","291 #","290.9953","11 ms","10.7500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 16:00:00 - 17:00:00","45579.6250000000","576 #","576.4878","8,08 ms","8.0833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 17:00:00 - 18:00:00","45579.6666666667","357 #","356.8707","2,58 ms","2.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 18:00:00 - 19:00:00","45579.7083333333","151 #","151.0449","6,75 ms","6.7500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 19:00:00 - 20:00:00","45579.7500000000","57 #","57.4702","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 20:00:00 - 21:00:00","45579.7916666667","90 #","89.7692","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 21:00:00 - 22:00:00","45579.8333333333","264 #","264.3934","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 22:00:00 - 23:00:00","45579.8750000000","158 #","157.7659","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 23:00:00 - 00:00:00","45579.9166666667","1 379 #","1378.9423","3,92 ms","3.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 00:00:00 - 01:00:00","45579.9583333333","6 266 #","6265.8359","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 01:00:00 - 02:00:00","45580.0000000000","5 532 #","5532.3355","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 02:00:00 - 03:00:00","45580.0416666667","4 791 #","4791.4940","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 03:00:00 - 04:00:00","45580.0833333333","3 276 #","3275.8626","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 04:00:00 - 05:00:00","45580.1250000000","655 #","655.3789","1,25 ms","1.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 05:00:00 - 06:00:00","45580.1666666667","1 286 #","1285.7060","3,92 ms","3.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 06:00:00 - 07:00:00","45580.2083333333","1 378 #","1378.3803","24 ms","23.9091","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 07:00:00 - 08:00:00","45580.2500000000","1 117 #","1116.9466","32 ms","32.0769","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 08:00:00 - 09:00:00","45580.2916666667","770 #","769.6929","18 ms","18.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 09:00:00 - 10:00:00","45580.3333333333","734 #","733.5164","297 ms","296.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 10:00:00 - 11:00:00","45580.3750000000","437 #","436.5506","7,50 ms","7.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 11:00:00 - 12:00:00","45580.4166666667","442 #","442.2627","6,73 ms","6.7273","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 12:00:00 - 13:00:00","45580.4583333333","496 #","496.4062","13 ms","13.2308","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 13:00:00 - 14:00:00","45580.5000000000","511 #","510.7777","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 14:00:00 - 15:00:00","45580.5416666667","733 #","732.9242","10 ms","10.0833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 15:00:00 - 16:00:00","45580.5833333333","349 #","349.1357","2,50 ms","2.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 16:00:00 - 17:00:00","45580.6250000000","487 #","487.4842","2,91 ms","2.9091","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 17:00:00 - 18:00:00","45580.6666666667","244 #","243.5944","3,54 ms","3.5385","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 18:00:00 - 19:00:00","45580.7083333333","395 #","395.0436","3 ms","3.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 19:00:00 - 20:00:00","45580.7500000000","54 #","54.1664","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 20:00:00 - 21:00:00","45580.7916666667","58 #","57.7223","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 21:00:00 - 22:00:00","45580.8333333333","268 #","268.3452","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 22:00:00 - 23:00:00","45580.8750000000","148 #","148.4188","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 23:00:00 - 00:00:00","45580.9166666667","2 924 #","2923.8420","13 ms","13.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 00:00:00 - 01:00:00","45580.9583333333","2 829 #","2828.8201","3,83 ms","3.8333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 01:00:00 - 02:00:00","45581.0000000000","2 309 #","2308.5703","2,18 ms","2.1818","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 02:00:00 - 03:00:00","45581.0416666667","1 149 #","1148.5487","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 03:00:00 - 04:00:00","45581.0833333333","57 #","57.2665","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 04:00:00 - 05:00:00","45581.1250000000","900 #","899.9636","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 05:00:00 - 06:00:00","45581.1666666667","1 044 #","1044.1058","309 ms","308.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 06:00:00 - 07:00:00","45581.2083333333","418 #","418.1264","1,36 ms","1.3636","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 07:00:00 - 08:00:00","45581.2500000000","1 616 #","1615.6797","126 ms","126.4615","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 08:00:00 - 09:00:00","45581.2916666667","1 043 #","1042.6111","39 ms","39.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 09:00:00 - 10:00:00","45581.3333333333","335 #","335.0207","6,75 ms","6.7500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 10:00:00 - 11:00:00","45581.3750000000","546 #","545.6562","6,75 ms","6.7500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 11:00:00 - 12:00:00","45581.4166666667","772 #","772.1929","6,45 ms","6.4545","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 12:00:00 - 13:00:00","45581.4583333333","383 #","383.2375","2,38 ms","2.3846","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 13:00:00 - 14:00:00","45581.5000000000","376 #","376.0312","3,83 ms","3.8333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 14:00:00 - 15:00:00","45581.5416666667","597 #","597.1739","7,92 ms","7.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 15:00:00 - 16:00:00","45581.5833333333","291 #","291.2681","3,50 ms","3.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 16:00:00 - 17:00:00","45581.6250000000","274 #","273.8484","2,58 ms","2.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 17:00:00 - 18:00:00","45581.6666666667","466 #","466.4170","10 ms","10.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 18:00:00 - 19:00:00","45581.7083333333","269 #","269.4596","5,08 ms","5.0833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 19:00:00 - 20:00:00","45581.7500000000","55 #","54.5467","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 20:00:00 - 21:00:00","45581.7916666667","96 #","96.4046","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 21:00:00 - 22:00:00","45581.8333333333","204 #","203.6679","1,73 ms","1.7273","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 22:00:00 - 23:00:00","45581.8750000000","125 #","124.8851","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 23:00:00 - 00:00:00","45581.9166666667","1 710 #","1710.3886","7,17 ms","7.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 00:00:00 - 01:00:00","45581.9583333333","4 063 #","4062.6618","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 01:00:00 - 02:00:00","45582.0000000000","2 204 #","2203.8295","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 02:00:00 - 03:00:00","45582.0416666667","1 449 #","1448.6028","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 03:00:00 - 04:00:00","45582.0833333333","56 #","55.9266","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 04:00:00 - 05:00:00","45582.1250000000","467 #","467.3336","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 05:00:00 - 06:00:00","45582.1666666667","1 304 #","1304.1866","480 ms","480.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 06:00:00 - 07:00:00","45582.2083333333","1 069 #","1068.8141","5,67 ms","5.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 07:00:00 - 08:00:00","45582.2500000000","1 215 #","1215.4717","16 ms","15.6364","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 08:00:00 - 09:00:00","45582.2916666667","1 144 #","1143.9534","26 ms","26.1538","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 09:00:00 - 10:00:00","45582.3333333333","439 #","439.1936","11 ms","11.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 10:00:00 - 11:00:00","45582.3750000000","531 #","530.5053","16 ms","16.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 11:00:00 - 12:00:00","45582.4166666667","1 011 #","1010.6400","24 ms","23.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 12:00:00 - 13:00:00","45582.4583333333","649 #","649.2925","3,83 ms","3.8333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 13:00:00 - 14:00:00","45582.5000000000","491 #","491.3896","6,50 ms","6.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 14:00:00 - 15:00:00","45582.5416666667","1 207 #","1206.6535","292 ms","291.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 15:00:00 - 16:00:00","45582.5833333333","437 #","437.1566","8,73 ms","8.7273","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 16:00:00 - 17:00:00","45582.6250000000","669 #","668.9011","7,23 ms","7.2308","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 17:00:00 - 18:00:00","45582.6666666667","404 #","404.3206","517 ms","517.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 18:00:00 - 19:00:00","45582.7083333333","160 #","159.5450","2,75 ms","2.7500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
