"Date et heure","Date et heure(RAW)","Nombre de requêtes de verrouillage/s","Nombre de requêtes de verrouillage/s(RAW)","Temps d'attente moyen","Temps d'attente moyen(RAW)","Nombre de blocages/s","Nombre de blocages/s(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"20/09/2024 12:00:00 - 13:00:00","45555.4583333333","370 #","369.6797","8,75 ms","8.7500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 13:00:00 - 14:00:00","45555.5000000000","432 #","432.1778","8,67 ms","8.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 14:00:00 - 15:00:00","45555.5416666667","611 #","611.4311","27 ms","27.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 15:00:00 - 16:00:00","45555.5833333333","240 #","239.7266","5,17 ms","5.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 16:00:00 - 17:00:00","45555.6250000000","550 #","550.4457","9,33 ms","9.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 17:00:00 - 18:00:00","45555.6666666667","390 #","389.8568","16 168 ms","16168.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 18:00:00 - 19:00:00","45555.7083333333","61 #","61.2044","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 19:00:00 - 20:00:00","45555.7500000000","55 #","54.8929","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 20:00:00 - 21:00:00","45555.7916666667","99 #","99.2580","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 21:00:00 - 22:00:00","45555.8333333333","56 #","56.1419","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 22:00:00 - 23:00:00","45555.8750000000","126 #","125.5894","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 23:00:00 - 00:00:00","45555.9166666667","1 628 #","1627.9435","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 00:00:00 - 01:00:00","45555.9583333333","2 590 #","2589.9817","53 753 ms","53753.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 01:00:00 - 02:00:00","45556.0000000000","3 097 #","3096.7468","1,25 ms","1.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 02:00:00 - 03:00:00","45556.0416666667","1 678 #","1677.5444","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 03:00:00 - 04:00:00","45556.0833333333","62 #","61.8050","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 04:00:00 - 05:00:00","45556.1250000000","538 #","538.4249","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 05:00:00 - 06:00:00","45556.1666666667","382 #","381.6299","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 06:00:00 - 07:00:00","45556.2083333333","468 #","467.6890","30 ms","30.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 07:00:00 - 08:00:00","45556.2500000000","414 #","414.0349","2,58 ms","2.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 08:00:00 - 09:00:00","45556.2916666667","122 #","122.1573","2,67 ms","2.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 09:00:00 - 10:00:00","45556.3333333333","219 #","219.4918","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 10:00:00 - 11:00:00","45556.3750000000","181 #","180.6732","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 11:00:00 - 12:00:00","45556.4166666667","134 #","134.4641","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 12:00:00 - 13:00:00","45556.4583333333","257 #","256.8627","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 13:00:00 - 14:00:00","45556.5000000000","620 #","620.1323","12 ms","12.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 14:00:00 - 15:00:00","45556.5416666667","175 #","175.1134","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 15:00:00 - 16:00:00","45556.5833333333","137 #","136.9106","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 16:00:00 - 17:00:00","45556.6250000000","154 #","153.8719","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 17:00:00 - 18:00:00","45556.6666666667","166 #","165.6406","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 18:00:00 - 19:00:00","45556.7083333333","93 #","92.8125","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 19:00:00 - 20:00:00","45556.7500000000","55 #","55.2121","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 20:00:00 - 21:00:00","45556.7916666667","98 #","97.5854","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 21:00:00 - 22:00:00","45556.8333333333","57 #","56.9741","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 22:00:00 - 23:00:00","45556.8750000000","127 #","127.1646","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"21/09/2024 23:00:00 - 00:00:00","45556.9166666667","1 371 #","1371.3446","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 00:00:00 - 01:00:00","45556.9583333333","1 782 #","1781.8917","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 01:00:00 - 02:00:00","45557.0000000000","2 238 #","2237.5046","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 02:00:00 - 03:00:00","45557.0416666667","2 230 #","2229.6633","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 03:00:00 - 04:00:00","45557.0833333333","627 #","626.7179","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 04:00:00 - 05:00:00","45557.1250000000","183 #","182.9687","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 05:00:00 - 06:00:00","45557.1666666667","55 #","54.6279","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 06:00:00 - 07:00:00","45557.2083333333","122 #","122.4480","2,67 ms","2.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 07:00:00 - 08:00:00","45557.2500000000","62 #","61.9168","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 08:00:00 - 09:00:00","45557.2916666667","55 #","54.8051","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 09:00:00 - 10:00:00","45557.3333333333","67 #","67.3751","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 10:00:00 - 11:00:00","45557.3750000000","192 #","192.4566","5,75 ms","5.7500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 11:00:00 - 12:00:00","45557.4166666667","51 #","51.4307","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 12:00:00 - 13:00:00","45557.4583333333","79 #","79.3960","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 13:00:00 - 14:00:00","45557.5000000000","89 #","88.9286","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 14:00:00 - 15:00:00","45557.5416666667","52 #","52.4092","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 15:00:00 - 16:00:00","45557.5833333333","55 #","54.8540","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 16:00:00 - 17:00:00","45557.6250000000","55 #","54.9660","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 17:00:00 - 18:00:00","45557.6666666667","159 #","158.8940","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 18:00:00 - 19:00:00","45557.7083333333","201 #","201.4130","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 19:00:00 - 20:00:00","45557.7500000000","58 #","57.9667","3,92 ms","3.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 20:00:00 - 21:00:00","45557.7916666667","55 #","55.0557","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 21:00:00 - 22:00:00","45557.8333333333","55 #","55.0660","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 22:00:00 - 23:00:00","45557.8750000000","104 #","103.6068","6,58 ms","6.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"22/09/2024 23:00:00 - 00:00:00","45557.9166666667","1 167 #","1166.9101","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 00:00:00 - 01:00:00","45557.9583333333","2 420 #","2420.2345","172 257 ms","172257.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 01:00:00 - 02:00:00","45558.0000000000","3 095 #","3095.2235","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 02:00:00 - 03:00:00","45558.0416666667","1 851 #","1850.9569","2,58 ms","2.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 03:00:00 - 04:00:00","45558.0833333333","56 #","56.1919","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 04:00:00 - 05:00:00","45558.1250000000","361 #","361.0353","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 05:00:00 - 06:00:00","45558.1666666667","1 308 #","1307.6554","495 ms","494.8333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 06:00:00 - 07:00:00","45558.2083333333","1 194 #","1193.6542","4,83 ms","4.8333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 07:00:00 - 08:00:00","45558.2500000000","1 226 #","1226.4760","29 ms","29.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 08:00:00 - 09:00:00","45558.2916666667","1 283 #","1283.0588","24 ms","24.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 09:00:00 - 10:00:00","45558.3333333333","369 #","368.9882","7,08 ms","7.0833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 10:00:00 - 11:00:00","45558.3750000000","985 #","985.4638","25 ms","24.7500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 11:00:00 - 12:00:00","45558.4166666667","728 #","728.1190","1 767 ms","1766.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 12:00:00 - 13:00:00","45558.4583333333","408 #","407.6976","14 ms","13.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 13:00:00 - 14:00:00","45558.5000000000","461 #","461.2735","3,92 ms","3.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 14:00:00 - 15:00:00","45558.5416666667","770 #","770.0540","5,17 ms","5.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 15:00:00 - 16:00:00","45558.5833333333","430 #","429.5891","11 ms","11.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 16:00:00 - 17:00:00","45558.6250000000","597 #","597.3279","2,33 ms","2.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 17:00:00 - 18:00:00","45558.6666666667","600 #","599.7983","99 ms","99.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 18:00:00 - 19:00:00","45558.7083333333","160 #","159.7582","7 ms","7.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 19:00:00 - 20:00:00","45558.7500000000","53 #","53.2276","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 20:00:00 - 21:00:00","45558.7916666667","80 #","80.2892","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 21:00:00 - 22:00:00","45558.8333333333","73 #","73.1692","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 22:00:00 - 23:00:00","45558.8750000000","126 #","125.8392","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"23/09/2024 23:00:00 - 00:00:00","45558.9166666667","1 375 #","1374.7441","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 00:00:00 - 01:00:00","45558.9583333333","2 528 #","2528.4566","165 728 ms","165727.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 01:00:00 - 02:00:00","45559.0000000000","3 121 #","3120.7055","1,25 ms","1.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 02:00:00 - 03:00:00","45559.0416666667","1 690 #","1690.1735","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 03:00:00 - 04:00:00","45559.0833333333","64 #","64.2132","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 04:00:00 - 05:00:00","45559.1250000000","281 #","281.2032","33 ms","32.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 05:00:00 - 06:00:00","45559.1666666667","1 233 #","1233.4172","23 ms","22.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 06:00:00 - 07:00:00","45559.2083333333","1 166 #","1165.8395","96 ms","96.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 07:00:00 - 08:00:00","45559.2500000000","1 421 #","1420.7077","18 ms","17.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 08:00:00 - 09:00:00","45559.2916666667","1 067 #","1066.8475","15 ms","15.0769","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 09:00:00 - 10:00:00","45559.3333333333","1 305 #","1304.9111","263 ms","263.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 10:00:00 - 11:00:00","45559.3750000000","509 #","508.8735","14 ms","14.0833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 11:00:00 - 12:00:00","45559.4166666667","185 #","185.0593","2,58 ms","2.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 12:00:00 - 13:00:00","45559.4583333333","313 #","312.6466","4,25 ms","4.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 13:00:00 - 14:00:00","45559.5000000000","422 #","421.7443","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 14:00:00 - 15:00:00","45559.5416666667","328 #","328.1543","11 ms","10.8333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 15:00:00 - 16:00:00","45559.5833333333","298 #","298.3493","15 ms","14.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 16:00:00 - 17:00:00","45559.6250000000","230 #","229.7581","2,58 ms","2.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 17:00:00 - 18:00:00","45559.6666666667","396 #","396.4442","5,17 ms","5.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 18:00:00 - 19:00:00","45559.7083333333","59 #","59.2661","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 19:00:00 - 20:00:00","45559.7500000000","53 #","53.4801","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 20:00:00 - 21:00:00","45559.7916666667","65 #","64.9443","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 21:00:00 - 22:00:00","45559.8333333333","88 #","87.9190","3,92 ms","3.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 22:00:00 - 23:00:00","45559.8750000000","125 #","125.1535","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"24/09/2024 23:00:00 - 00:00:00","45559.9166666667","1 347 #","1346.8967","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 00:00:00 - 01:00:00","45559.9583333333","2 490 #","2490.2714","174 353 ms","174353.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 01:00:00 - 02:00:00","45560.0000000000","3 122 #","3122.1598","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 02:00:00 - 03:00:00","45560.0416666667","1 499 #","1499.2467","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 03:00:00 - 04:00:00","45560.0833333333","492 #","491.6849","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 04:00:00 - 05:00:00","45560.1250000000","648 #","647.7659","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 05:00:00 - 06:00:00","45560.1666666667","1 014 #","1013.8521","2 240 ms","2239.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 06:00:00 - 07:00:00","45560.2083333333","491 #","490.9139","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 07:00:00 - 08:00:00","45560.2500000000","1 755 #","1754.6836","8,92 ms","8.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 08:00:00 - 09:00:00","45560.2916666667","1 155 #","1155.4404","48 ms","47.7500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 09:00:00 - 10:00:00","45560.3333333333","930 #","930.3449","18 ms","18.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 10:00:00 - 11:00:00","45560.3750000000","241 #","241.1249","6,58 ms","6.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 11:00:00 - 12:00:00","45560.4166666667","150 #","149.7867","7,58 ms","7.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 12:00:00 - 13:00:00","45560.4583333333","233 #","232.7659","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 13:00:00 - 14:00:00","45560.5000000000","414 #","413.6163","12 ms","11.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 14:00:00 - 15:00:00","45560.5416666667","217 #","216.5137","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 15:00:00 - 16:00:00","45560.5833333333","462 #","461.8220","85 ms","85.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 16:00:00 - 17:00:00","45560.6250000000","328 #","328.2253","14 ms","14.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 17:00:00 - 18:00:00","45560.6666666667","201 #","200.9408","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 18:00:00 - 19:00:00","45560.7083333333","81 #","80.8077","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 19:00:00 - 20:00:00","45560.7500000000","55 #","55.2922","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 20:00:00 - 21:00:00","45560.7916666667","67 #","66.7416","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 21:00:00 - 22:00:00","45560.8333333333","89 #","89.2793","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 22:00:00 - 23:00:00","45560.8750000000","127 #","126.8011","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"25/09/2024 23:00:00 - 00:00:00","45560.9166666667","1 878 #","1878.4200","11 ms","10.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 00:00:00 - 01:00:00","45560.9583333333","2 876 #","2875.8616","47 672 ms","47672.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 01:00:00 - 02:00:00","45561.0000000000","2 136 #","2136.3277","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 02:00:00 - 03:00:00","45561.0416666667","1 440 #","1440.4132","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 03:00:00 - 04:00:00","45561.0833333333","57 #","56.5481","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 04:00:00 - 05:00:00","45561.1250000000","267 #","267.0889","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 05:00:00 - 06:00:00","45561.1666666667","1 407 #","1406.5519","7,83 ms","7.8333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 06:00:00 - 07:00:00","45561.2083333333","707 #","706.7902","5,17 ms","5.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 07:00:00 - 08:00:00","45561.2500000000","952 #","951.8397","15 ms","14.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 08:00:00 - 09:00:00","45561.2916666667","942 #","941.7620","6,83 ms","6.8333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 09:00:00 - 10:00:00","45561.3333333333","1 036 #","1036.0322","20 ms","20.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 10:00:00 - 11:00:00","45561.3750000000","287 #","287.0035","11 ms","11.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"26/09/2024 11:00:00 - 12:00:00","45561.4166666667","589 #","589.4617","27 ms","27.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
