"Date et heure","Date et heure(RAW)","Mémoire de connexion","Mémoire de connexion(RAW)","Mémoire de l'optimiseur","Mémoire de l'optimiseur(RAW)","Mémoire totale du serveur","Mémoire totale du serveur(RAW)","Mémoire du serveur cible","Mémoire du serveur cible(RAW)","Mémoire du cache SQL","Mémoire du cache SQL(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"10/09/2024 04:00:00 - 05:00:00","45545.1250000000","1 186 Ko","1186.0000","1 720 Ko","1720.0000","55 293 649 Ko","55293649.3333","55 296 000 Ko","55296000.0000","353 768 Ko","353768.0000","0 %","0.0000","100 %","0000010000"
"10/09/2024 05:00:00 - 06:00:00","45545.1666666667","1 233 Ko","1233.3333","1 720 Ko","1720.0000","55 296 655 Ko","55296654.6667","55 296 000 Ko","55296000.0000","354 847 Ko","354846.6667","0 %","0.0000","100 %","0000010000"
"10/09/2024 06:00:00 - 07:00:00","45545.2083333333","1 197 Ko","1197.3333","3 829 Ko","3828.6667","55 295 960 Ko","55295960.0000","55 296 000 Ko","55296000.0000","359 093 Ko","359092.6667","0 %","0.0000","100 %","0000010000"
"10/09/2024 07:00:00 - 08:00:00","45545.2500000000","1 220 Ko","1220.0000","1 714 Ko","1714.0000","55 296 043 Ko","55296043.3333","55 296 000 Ko","55296000.0000","364 614 Ko","364614.0000","0 %","0.0000","100 %","0000010000"
"10/09/2024 08:00:00 - 09:00:00","45545.2916666667","1 197 Ko","1196.6667","1 712 Ko","1712.0000","55 296 001 Ko","55296001.3333","55 296 000 Ko","55296000.0000","366 670 Ko","366670.0000","0 %","0.0000","100 %","0000010000"
"10/09/2024 09:00:00 - 10:00:00","45545.3333333333","1 258 Ko","1258.0000","3 829 Ko","3828.6667","55 296 043 Ko","55296043.3333","55 296 000 Ko","55296000.0000","368 835 Ko","368835.3333","0 %","0.0000","100 %","0000010000"
"10/09/2024 10:00:00 - 11:00:00","45545.3750000000","1 243 Ko","1243.3333","1 712 Ko","1712.0000","55 295 894 Ko","55295894.0000","55 296 000 Ko","55296000.0000","370 074 Ko","370074.0000","0 %","0.0000","100 %","0000010000"
"10/09/2024 11:00:00 - 12:00:00","45545.4166666667","1 243 Ko","1243.3333","1 712 Ko","1712.0000","55 296 040 Ko","55296040.0000","55 296 000 Ko","55296000.0000","370 613 Ko","370613.3333","0 %","0.0000","100 %","0000010000"
"10/09/2024 12:00:00 - 13:00:00","45545.4583333333","1 240 Ko","1240.0000","1 712 Ko","1712.0000","55 295 445 Ko","55295444.6667","55 296 000 Ko","55296000.0000","371 129 Ko","371129.3333","0 %","0.0000","100 %","0000010000"
"10/09/2024 13:00:00 - 14:00:00","45545.5000000000","1 258 Ko","1258.0000","1 712 Ko","1712.0000","55 294 024 Ko","55294024.0000","55 296 000 Ko","55296000.0000","371 913 Ko","371912.6667","0 %","0.0000","100 %","0000010000"
"10/09/2024 14:00:00 - 15:00:00","45545.5416666667","1 261 Ko","1260.6667","1 712 Ko","1712.0000","55 295 989 Ko","55295988.6667","55 296 000 Ko","55296000.0000","372 199 Ko","372198.6667","0 %","0.0000","100 %","0000010000"
"10/09/2024 15:00:00 - 16:00:00","45545.5833333333","1 238 Ko","1238.0000","1 719 Ko","1718.6667","55 294 807 Ko","55294807.3333","55 296 000 Ko","55296000.0000","372 482 Ko","372482.0000","0 %","0.0000","100 %","0000010000"
"10/09/2024 16:00:00 - 17:00:00","45545.6250000000","1 253 Ko","1253.3333","8 130 Ko","8130.0000","55 295 863 Ko","55295862.6667","55 296 000 Ko","55296000.0000","373 166 Ko","373166.0000","0 %","0.0000","100 %","0000010000"
"10/09/2024 17:00:00 - 18:00:00","45545.6666666667","1 270 Ko","1270.0000","1 731 Ko","1731.3333","55 295 827 Ko","55295827.3333","55 296 000 Ko","55296000.0000","376 220 Ko","376220.0000","0 %","0.0000","100 %","0000010000"
"10/09/2024 18:00:00 - 19:00:00","45545.7083333333","1 252 Ko","1252.0000","1 736 Ko","1736.0000","55 289 593 Ko","55289593.3333","55 296 000 Ko","55296000.0000","380 456 Ko","380456.0000","0 %","0.0000","100 %","0000010000"
"10/09/2024 19:00:00 - 20:00:00","45545.7500000000","1 251 Ko","1251.3333","1 736 Ko","1736.0000","55 288 799 Ko","55288798.6667","55 296 000 Ko","55296000.0000","380 456 Ko","380456.0000","0 %","0.0000","100 %","0000010000"
"10/09/2024 20:00:00 - 21:00:00","45545.7916666667","1 255 Ko","1254.6667","1 736 Ko","1736.0000","55 294 356 Ko","55294356.0000","55 296 000 Ko","55296000.0000","380 493 Ko","380493.3333","0 %","0.0000","100 %","0000010000"
"10/09/2024 21:00:00 - 22:00:00","45545.8333333333","1 254 Ko","1254.0000","1 736 Ko","1736.0000","55 295 275 Ko","55295274.6667","55 296 000 Ko","55296000.0000","380 512 Ko","380512.0000","0 %","0.0000","100 %","0000010000"
"10/09/2024 22:00:00 - 23:00:00","45545.8750000000","1 257 Ko","1257.3333","1 736 Ko","1736.0000","55 289 675 Ko","55289675.3333","55 296 000 Ko","55296000.0000","380 513 Ko","380512.6667","0 %","0.0000","100 %","0000010000"
"10/09/2024 23:00:00 - 00:00:00","45545.9166666667","1 249 Ko","1248.6667","1 736 Ko","1736.0000","55 295 972 Ko","55295972.0000","55 296 000 Ko","55296000.0000","380 568 Ko","380568.0000","0 %","0.0000","100 %","0000010000"
"11/09/2024 00:00:00 - 01:00:00","45545.9583333333","1 253 Ko","1252.6667","1 736 Ko","1736.0000","55 295 150 Ko","55295150.0000","55 296 000 Ko","55296000.0000","380 568 Ko","380568.0000","0 %","0.0000","100 %","0000010000"
"11/09/2024 01:00:00 - 02:00:00","45546.0000000000","1 251 Ko","1250.6667","1 736 Ko","1736.0000","55 291 262 Ko","55291262.0000","55 296 000 Ko","55296000.0000","380 568 Ko","380568.0000","0 %","0.0000","100 %","0000010000"
"11/09/2024 02:00:00 - 03:00:00","45546.0416666667","1 255 Ko","1255.3333","1 736 Ko","1736.0000","55 291 696 Ko","55291696.0000","55 296 000 Ko","55296000.0000","380 568 Ko","380568.0000","0 %","0.0000","100 %","0000010000"
"11/09/2024 03:00:00 - 04:00:00","45546.0833333333","1 253 Ko","1253.3333","1 736 Ko","1736.0000","55 292 445 Ko","55292445.3333","55 296 000 Ko","55296000.0000","380 568 Ko","380568.0000","0 %","0.0000","100 %","0000010000"
"11/09/2024 04:00:00 - 05:00:00","45546.1250000000","1 278 Ko","1278.0000","1 736 Ko","1736.0000","55 295 485 Ko","55295485.3333","55 296 000 Ko","55296000.0000","381 495 Ko","381495.3333","0 %","0.0000","100 %","0000010000"
"11/09/2024 05:00:00 - 06:00:00","45546.1666666667","1 282 Ko","1282.0000","1 736 Ko","1736.0000","55 295 931 Ko","55295930.6667","55 296 000 Ko","55296000.0000","382 905 Ko","382905.3333","0 %","0.0000","100 %","0000010000"
"11/09/2024 06:00:00 - 07:00:00","45546.2083333333","1 250 Ko","1250.0000","1 905 Ko","1905.3333","55 295 917 Ko","55295917.3333","55 296 000 Ko","55296000.0000","384 842 Ko","384842.0000","0 %","0.0000","100 %","0000010000"
"11/09/2024 07:00:00 - 08:00:00","45546.2500000000","1 260 Ko","1260.0000","3 903 Ko","3903.3333","55 296 147 Ko","55296147.3333","55 296 000 Ko","55296000.0000","388 237 Ko","388237.3333","0 %","0.0000","100 %","0000010000"
"11/09/2024 08:00:00 - 09:00:00","45546.2916666667","1 268 Ko","1268.0000","1 736 Ko","1736.0000","55 295 967 Ko","55295966.6667","55 296 000 Ko","55296000.0000","391 893 Ko","391893.3333","0 %","0.0000","100 %","0000010000"
"11/09/2024 09:00:00 - 10:00:00","45546.3333333333","1 225 Ko","1225.3333","1 818 Ko","1818.0000","55 293 802 Ko","55293802.0000","55 296 000 Ko","55296000.0000","392 379 Ko","392378.6667","0 %","0.0000","100 %","0000010000"
"11/09/2024 10:00:00 - 11:00:00","45546.3750000000","1 247 Ko","1247.3333","1 736 Ko","1736.0000","55 295 993 Ko","55295992.6667","55 296 000 Ko","55296000.0000","393 133 Ko","393133.3333","0 %","0.0000","100 %","0000010000"
"11/09/2024 11:00:00 - 12:00:00","45546.4166666667","1 253 Ko","1252.6667","1 736 Ko","1736.0000","55 295 869 Ko","55295868.6667","55 296 000 Ko","55296000.0000","393 306 Ko","393306.0000","0 %","0.0000","100 %","0000010000"
"11/09/2024 12:00:00 - 13:00:00","45546.4583333333","1 275 Ko","1274.6667","1 736 Ko","1736.0000","55 295 317 Ko","55295317.3333","55 296 000 Ko","55296000.0000","393 489 Ko","393488.6667","0 %","0.0000","100 %","0000010000"
"11/09/2024 13:00:00 - 14:00:00","45546.5000000000","1 277 Ko","1277.3333","1 728 Ko","1728.0000","55 296 027 Ko","55296026.6667","55 296 000 Ko","55296000.0000","393 761 Ko","393760.6667","0 %","0.0000","100 %","0000010000"
"11/09/2024 14:00:00 - 15:00:00","45546.5416666667","1 262 Ko","1262.0000","1 728 Ko","1728.0000","55 295 229 Ko","55295228.6667","55 296 000 Ko","55296000.0000","394 139 Ko","394138.6667","0 %","0.0000","100 %","0000010000"
"11/09/2024 15:00:00 - 16:00:00","45546.5833333333","1 256 Ko","1256.0000","1 728 Ko","1728.0000","55 293 836 Ko","55293836.0000","55 296 000 Ko","55296000.0000","394 326 Ko","394326.0000","0 %","0.0000","100 %","0000010000"
"11/09/2024 16:00:00 - 17:00:00","45546.6250000000","1 264 Ko","1264.0000","1 728 Ko","1728.0000","55 294 703 Ko","55294702.6667","55 296 000 Ko","55296000.0000","394 477 Ko","394477.3333","0 %","0.0000","100 %","0000010000"
"11/09/2024 17:00:00 - 18:00:00","45546.6666666667","1 257 Ko","1257.3333","1 728 Ko","1728.0000","55 295 976 Ko","55295976.0000","55 296 000 Ko","55296000.0000","394 575 Ko","394574.6667","0 %","0.0000","100 %","0000010000"
"11/09/2024 18:00:00 - 19:00:00","45546.7083333333","1 256 Ko","1256.0000","1 728 Ko","1728.0000","55 293 982 Ko","55293982.0000","55 296 000 Ko","55296000.0000","394 736 Ko","394736.0000","0 %","0.0000","100 %","0000010000"
"11/09/2024 19:00:00 - 20:00:00","45546.7500000000","1 252 Ko","1252.0000","1 728 Ko","1728.0000","55 296 697 Ko","55296696.6667","55 296 000 Ko","55296000.0000","394 736 Ko","394736.0000","0 %","0.0000","100 %","0000010000"
"11/09/2024 20:00:00 - 21:00:00","45546.7916666667","1 263 Ko","1263.3333","1 728 Ko","1728.0000","55 296 333 Ko","55296333.3333","55 296 000 Ko","55296000.0000","394 773 Ko","394773.3333","0 %","0.0000","100 %","0000010000"
"11/09/2024 21:00:00 - 22:00:00","45546.8333333333","1 252 Ko","1252.0000","1 728 Ko","1728.0000","55 295 985 Ko","55295985.3333","55 296 000 Ko","55296000.0000","394 792 Ko","394792.0000","0 %","0.0000","100 %","0000010000"
"11/09/2024 22:00:00 - 23:00:00","45546.8750000000","1 261 Ko","1261.3333","1 728 Ko","1728.0000","55 292 243 Ko","55292242.6667","55 296 000 Ko","55296000.0000","394 793 Ko","394792.6667","0 %","0.0000","100 %","0000010000"
"11/09/2024 23:00:00 - 00:00:00","45546.9166666667","1 317 Ko","1316.6667","1 728 Ko","1728.0000","55 296 036 Ko","55296036.0000","55 296 000 Ko","55296000.0000","391 112 Ko","391112.0000","0 %","0.0000","100 %","0000010000"
"12/09/2024 00:00:00 - 01:00:00","45546.9583333333","1 397 Ko","1397.3333","1 728 Ko","1728.0000","55 295 352 Ko","55295352.0000","55 296 000 Ko","55296000.0000","383 584 Ko","383584.0000","0 %","0.0000","100 %","0000010000"
"12/09/2024 01:00:00 - 02:00:00","45547.0000000000","1 393 Ko","1392.6667","1 728 Ko","1728.0000","55 296 007 Ko","55296007.3333","55 296 000 Ko","55296000.0000","383 584 Ko","383584.0000","0 %","0.0000","100 %","0000010000"
"12/09/2024 02:00:00 - 03:00:00","45547.0416666667","1 395 Ko","1395.3333","1 726 Ko","1726.0000","55 295 949 Ko","55295948.6667","55 296 000 Ko","55296000.0000","383 584 Ko","383584.0000","0 %","0.0000","100 %","0000010000"
"12/09/2024 03:00:00 - 04:00:00","45547.0833333333","1 288 Ko","1288.0000","1 713 Ko","1713.3333","55 295 787 Ko","55295786.6667","55 296 000 Ko","55296000.0000","383 584 Ko","383584.0000","0 %","0.0000","100 %","0000010000"
"12/09/2024 04:00:00 - 05:00:00","45547.1250000000","1 278 Ko","1278.0000","1 712 Ko","1712.0000","55 295 880 Ko","55295880.0000","55 296 000 Ko","55296000.0000","383 584 Ko","383584.0000","0 %","0.0000","100 %","0000010000"
"12/09/2024 05:00:00 - 06:00:00","45547.1666666667","1 326 Ko","1326.0000","1 709 Ko","1708.6667","55 295 719 Ko","55295719.3333","55 296 000 Ko","55296000.0000","383 584 Ko","383584.0000","0 %","0.0000","100 %","0000010000"
"12/09/2024 06:00:00 - 07:00:00","45547.2083333333","1 267 Ko","1267.3333","1 704 Ko","1704.0000","55 295 822 Ko","55295822.0000","55 296 000 Ko","55296000.0000","383 586 Ko","383586.0000","0 %","0.0000","100 %","0000010000"
"12/09/2024 07:00:00 - 08:00:00","45547.2500000000","1 261 Ko","1261.3333","1 704 Ko","1704.0000","55 296 100 Ko","55296100.0000","55 296 000 Ko","55296000.0000","383 617 Ko","383617.3333","0 %","0.0000","100 %","0000010000"
"12/09/2024 08:00:00 - 09:00:00","45547.2916666667","1 267 Ko","1267.3333","1 696 Ko","1696.0000","55 296 161 Ko","55296160.6667","55 296 000 Ko","55296000.0000","383 719 Ko","383718.6667","0 %","0.0000","100 %","0000010000"
"12/09/2024 09:00:00 - 10:00:00","45547.3333333333","1 227 Ko","1226.6667","1 696 Ko","1696.0000","55 295 830 Ko","55295830.0000","55 296 000 Ko","55296000.0000","383 880 Ko","383880.0000","0 %","0.0000","100 %","0000010000"
"12/09/2024 10:00:00 - 11:00:00","45547.3750000000","1 240 Ko","1240.0000","1 698 Ko","1698.0000","55 296 021 Ko","55296021.3333","55 296 000 Ko","55296000.0000","383 880 Ko","383880.0000","0 %","0.0000","100 %","0000010000"
"12/09/2024 11:00:00 - 12:00:00","45547.4166666667","1 358 Ko","1358.0000","1 712 Ko","1712.0000","55 293 847 Ko","55293847.3333","55 296 000 Ko","55296000.0000","383 885 Ko","383885.3333","0 %","0.0000","100 %","0000010000"
"12/09/2024 12:00:00 - 13:00:00","45547.4583333333","1 342 Ko","1342.0000","1 720 Ko","1720.0000","55 294 495 Ko","55294494.6667","55 296 000 Ko","55296000.0000","383 888 Ko","383888.0000","0 %","0.0000","100 %","0000010000"
"12/09/2024 13:00:00 - 14:00:00","45547.5000000000","1 264 Ko","1264.0000","1 720 Ko","1720.0000","55 295 875 Ko","55295875.3333","55 296 000 Ko","55296000.0000","383 888 Ko","383888.0000","0 %","0.0000","100 %","0000010000"
"12/09/2024 14:00:00 - 15:00:00","45547.5416666667","1 297 Ko","1296.6667","1 720 Ko","1720.0000","55 293 939 Ko","55293938.6667","55 296 000 Ko","55296000.0000","383 888 Ko","383888.0000","0 %","0.0000","100 %","0000010000"
"12/09/2024 15:00:00 - 16:00:00","45547.5833333333","1 250 Ko","1250.0000","1 720 Ko","1720.0000","55 295 738 Ko","55295738.0000","55 296 000 Ko","55296000.0000","383 888 Ko","383888.0000","0 %","0.0000","100 %","0000010000"
"12/09/2024 16:00:00 - 17:00:00","45547.6250000000","1 300 Ko","1300.0000","1 720 Ko","1720.0000","55 295 757 Ko","55295756.6667","55 296 000 Ko","55296000.0000","383 922 Ko","383922.0000","0 %","0.0000","100 %","0000010000"
"12/09/2024 17:00:00 - 18:00:00","45547.6666666667","1 279 Ko","1278.6667","3 271 Ko","3270.6667","55 295 865 Ko","55295865.3333","55 296 000 Ko","55296000.0000","384 040 Ko","384040.0000","0 %","0.0000","100 %","0000010000"
"12/09/2024 18:00:00 - 19:00:00","45547.7083333333","1 233 Ko","1232.6667","1 720 Ko","1720.0000","55 295 962 Ko","55295962.0000","55 296 000 Ko","55296000.0000","384 048 Ko","384048.0000","0 %","0.0000","100 %","0000010000"
"12/09/2024 19:00:00 - 20:00:00","45547.7500000000","1 229 Ko","1229.3333","1 728 Ko","1728.0000","55 295 976 Ko","55295976.0000","55 296 000 Ko","55296000.0000","384 056 Ko","384056.0000","0 %","0.0000","100 %","0000010000"
"12/09/2024 20:00:00 - 21:00:00","45547.7916666667","1 238 Ko","1238.0000","1 728 Ko","1728.0000","55 295 975 Ko","55295975.3333","55 296 000 Ko","55296000.0000","384 056 Ko","384056.0000","0 %","0.0000","100 %","0000010000"
"12/09/2024 21:00:00 - 22:00:00","45547.8333333333","1 236 Ko","1236.0000","1 728 Ko","1728.0000","55 295 968 Ko","55295968.0000","55 296 000 Ko","55296000.0000","384 056 Ko","384056.0000","0 %","0.0000","100 %","0000010000"
"12/09/2024 22:00:00 - 23:00:00","45547.8750000000","1 238 Ko","1238.0000","1 728 Ko","1728.0000","55 295 582 Ko","55295582.0000","55 296 000 Ko","55296000.0000","384 056 Ko","384056.0000","0 %","0.0000","100 %","0000010000"
"12/09/2024 23:00:00 - 00:00:00","45547.9166666667","1 317 Ko","1317.3333","1 728 Ko","1728.0000","55 297 321 Ko","55297320.6667","55 296 000 Ko","55296000.0000","384 055 Ko","384055.3333","0 %","0.0000","100 %","0000010000"
"13/09/2024 00:00:00 - 01:00:00","45547.9583333333","1 371 Ko","1371.3333","1 728 Ko","1728.0000","55 293 809 Ko","55293808.6667","55 296 000 Ko","55296000.0000","384 056 Ko","384056.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 01:00:00 - 02:00:00","45548.0000000000","1 395 Ko","1394.6667","1 727 Ko","1726.6667","55 295 965 Ko","55295965.3333","55 296 000 Ko","55296000.0000","384 056 Ko","384056.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 02:00:00 - 03:00:00","45548.0416666667","1 329 Ko","1329.3333","1 717 Ko","1717.3333","55 295 993 Ko","55295993.3333","55 296 000 Ko","55296000.0000","384 056 Ko","384056.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 03:00:00 - 04:00:00","45548.0833333333","1 258 Ko","1258.0000","1 712 Ko","1712.0000","55 295 752 Ko","55295752.0000","55 296 000 Ko","55296000.0000","384 056 Ko","384056.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 04:00:00 - 05:00:00","45548.1250000000","1 253 Ko","1252.6667","1 712 Ko","1712.0000","55 295 885 Ko","55295885.3333","55 296 000 Ko","55296000.0000","384 056 Ko","384056.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 05:00:00 - 06:00:00","45548.1666666667","1 298 Ko","1298.0000","1 712 Ko","1712.0000","55 296 357 Ko","55296357.3333","55 296 000 Ko","55296000.0000","384 574 Ko","384574.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 06:00:00 - 07:00:00","45548.2083333333","1 240 Ko","1240.0000","1 712 Ko","1712.0000","55 296 015 Ko","55296014.6667","55 296 000 Ko","55296000.0000","385 521 Ko","385520.6667","0 %","0.0000","100 %","0000010000"
"13/09/2024 07:00:00 - 08:00:00","45548.2500000000","1 303 Ko","1302.6667","4 017 Ko","4016.6667","55 295 708 Ko","55295708.0000","55 296 000 Ko","55296000.0000","386 027 Ko","386027.3333","0 %","0.0000","100 %","0000010000"
"13/09/2024 08:00:00 - 09:00:00","45548.2916666667","1 309 Ko","1308.6667","1 704 Ko","1704.0000","55 295 248 Ko","55295248.0000","55 296 000 Ko","55296000.0000","386 382 Ko","386382.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 09:00:00 - 10:00:00","45548.3333333333","1 251 Ko","1251.3333","1 704 Ko","1704.0000","55 296 067 Ko","55296066.6667","55 296 000 Ko","55296000.0000","386 631 Ko","386630.6667","0 %","0.0000","100 %","0000010000"
"13/09/2024 10:00:00 - 11:00:00","45548.3750000000","1 246 Ko","1246.0000","1 704 Ko","1704.0000","55 296 043 Ko","55296043.3333","55 296 000 Ko","55296000.0000","386 640 Ko","386640.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 11:00:00 - 12:00:00","45548.4166666667","1 255 Ko","1255.3333","1 704 Ko","1704.0000","55 292 056 Ko","55292056.0000","55 296 000 Ko","55296000.0000","386 648 Ko","386648.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 12:00:00 - 13:00:00","45548.4583333333","1 255 Ko","1254.6667","1 704 Ko","1704.0000","55 296 072 Ko","55296072.0000","55 296 000 Ko","55296000.0000","386 672 Ko","386672.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 13:00:00 - 14:00:00","45548.5000000000","1 277 Ko","1276.6667","1 704 Ko","1704.0000","55 296 036 Ko","55296036.0000","55 296 000 Ko","55296000.0000","386 679 Ko","386678.6667","0 %","0.0000","100 %","0000010000"
"13/09/2024 14:00:00 - 15:00:00","45548.5416666667","1 266 Ko","1266.0000","1 704 Ko","1704.0000","55 295 299 Ko","55295299.3333","55 296 000 Ko","55296000.0000","386 681 Ko","386680.6667","0 %","0.0000","100 %","0000010000"
"13/09/2024 15:00:00 - 16:00:00","45548.5833333333","1 258 Ko","1258.0000","1 704 Ko","1704.0000","55 295 987 Ko","55295987.3333","55 296 000 Ko","55296000.0000","386 688 Ko","386688.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 16:00:00 - 17:00:00","45548.6250000000","1 262 Ko","1262.0000","1 747 Ko","1746.6667","55 296 255 Ko","55296254.6667","55 296 000 Ko","55296000.0000","386 752 Ko","386752.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 17:00:00 - 18:00:00","45548.6666666667","1 257 Ko","1257.3333","1 712 Ko","1712.0000","55 294 255 Ko","55294254.6667","55 296 000 Ko","55296000.0000","386 785 Ko","386785.3333","0 %","0.0000","100 %","0000010000"
"13/09/2024 18:00:00 - 19:00:00","45548.7083333333","1 261 Ko","1260.6667","1 720 Ko","1720.0000","55 290 205 Ko","55290204.6667","55 296 000 Ko","55296000.0000","386 816 Ko","386816.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 19:00:00 - 20:00:00","45548.7500000000","1 303 Ko","1302.6667","1 720 Ko","1720.0000","55 292 251 Ko","55292250.6667","55 296 000 Ko","55296000.0000","386 816 Ko","386816.0000","0 %","0.0000","100 %","0000010000"
