"Date et heure","Date et heure(RAW)","Total","Total(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"03/10/2024 19:00:00 - 20:00:00","45568.7500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 20:00:00 - 21:00:00","45568.7916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 21:00:00 - 22:00:00","45568.8333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 22:00:00 - 23:00:00","45568.8750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 23:00:00 - 00:00:00","45568.9166666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 00:00:00 - 01:00:00","45568.9583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 01:00:00 - 02:00:00","45569.0000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 02:00:00 - 03:00:00","45569.0416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 03:00:00 - 04:00:00","45569.0833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 04:00:00 - 05:00:00","45569.1250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 05:00:00 - 06:00:00","45569.1666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 06:00:00 - 07:00:00","45569.2083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 07:00:00 - 08:00:00","45569.2500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 08:00:00 - 09:00:00","45569.2916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 09:00:00 - 10:00:00","45569.3333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 10:00:00 - 11:00:00","45569.3750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 11:00:00 - 12:00:00","45569.4166666667","4 %","3.8333","0 %","0.0000","100 %","0000010000"
"04/10/2024 12:00:00 - 13:00:00","45569.4583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 13:00:00 - 14:00:00","45569.5000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 14:00:00 - 15:00:00","45569.5416666667","4 %","4.1667","0 %","0.0000","100 %","0000010000"
"04/10/2024 15:00:00 - 16:00:00","45569.5833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 16:00:00 - 17:00:00","45569.6250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 17:00:00 - 18:00:00","45569.6666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 18:00:00 - 19:00:00","45569.7083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 19:00:00 - 20:00:00","45569.7500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 20:00:00 - 21:00:00","45569.7916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 21:00:00 - 22:00:00","45569.8333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 22:00:00 - 23:00:00","45569.8750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 23:00:00 - 00:00:00","45569.9166666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 00:00:00 - 01:00:00","45569.9583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 01:00:00 - 02:00:00","45570.0000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 02:00:00 - 03:00:00","45570.0416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 03:00:00 - 04:00:00","45570.0833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 04:00:00 - 05:00:00","45570.1250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 05:00:00 - 06:00:00","45570.1666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 06:00:00 - 07:00:00","45570.2083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 07:00:00 - 08:00:00","45570.2500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 08:00:00 - 09:00:00","45570.2916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 09:00:00 - 10:00:00","45570.3333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 10:00:00 - 11:00:00","45570.3750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 11:00:00 - 12:00:00","45570.4166666667","4 %","3.8333","0 %","0.0000","100 %","0000010000"
"05/10/2024 12:00:00 - 13:00:00","45570.4583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 13:00:00 - 14:00:00","45570.5000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 14:00:00 - 15:00:00","45570.5416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 15:00:00 - 16:00:00","45570.5833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 16:00:00 - 17:00:00","45570.6250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 17:00:00 - 18:00:00","45570.6666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 18:00:00 - 19:00:00","45570.7083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 19:00:00 - 20:00:00","45570.7500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 20:00:00 - 21:00:00","45570.7916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 21:00:00 - 22:00:00","45570.8333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 22:00:00 - 23:00:00","45570.8750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 23:00:00 - 00:00:00","45570.9166666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"06/10/2024 00:00:00 - 01:00:00","45570.9583333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"06/10/2024 01:00:00 - 02:00:00","45571.0000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"06/10/2024 02:00:00 - 03:00:00","45571.0416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"06/10/2024 03:00:00 - 04:00:00","45571.0833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"06/10/2024 04:00:00 - 05:00:00","45571.1250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"06/10/2024 05:00:00 - 06:00:00","45571.1666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"06/10/2024 06:00:00 - 07:00:00","45571.2083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"06/10/2024 07:00:00 - 08:00:00","45571.2500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"06/10/2024 08:00:00 - 09:00:00","45571.2916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"06/10/2024 09:00:00 - 10:00:00","45571.3333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"06/10/2024 10:00:00 - 11:00:00","45571.3750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"06/10/2024 11:00:00 - 12:00:00","45571.4166666667","4 %","3.6667","0 %","0.0000","100 %","0000010000"
"06/10/2024 12:00:00 - 13:00:00","45571.4583333333","4 %","3.6667","0 %","0.0000","100 %","0000010000"
"06/10/2024 13:00:00 - 14:00:00","45571.5000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"06/10/2024 14:00:00 - 15:00:00","45571.5416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"06/10/2024 15:00:00 - 16:00:00","45571.5833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"06/10/2024 16:00:00 - 17:00:00","45571.6250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"06/10/2024 17:00:00 - 18:00:00","45571.6666666667","4 %","3.6667","0 %","0.0000","100 %","0000010000"
"06/10/2024 18:00:00 - 19:00:00","45571.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"06/10/2024 19:00:00 - 20:00:00","45571.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"06/10/2024 20:00:00 - 21:00:00","45571.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"06/10/2024 21:00:00 - 22:00:00","45571.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"06/10/2024 22:00:00 - 23:00:00","45571.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"06/10/2024 23:00:00 - 00:00:00","45571.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 00:00:00 - 01:00:00","45571.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 01:00:00 - 02:00:00","45572.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 02:00:00 - 03:00:00","45572.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 03:00:00 - 04:00:00","45572.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 04:00:00 - 05:00:00","45572.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 05:00:00 - 06:00:00","45572.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 06:00:00 - 07:00:00","45572.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 07:00:00 - 08:00:00","45572.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 08:00:00 - 09:00:00","45572.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 09:00:00 - 10:00:00","45572.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 10:00:00 - 11:00:00","45572.3750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 11:00:00 - 12:00:00","45572.4166666667","3 %","2.8333","0 %","0.0000","100 %","0000010000"
"07/10/2024 12:00:00 - 13:00:00","45572.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 13:00:00 - 14:00:00","45572.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 14:00:00 - 15:00:00","45572.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 15:00:00 - 16:00:00","45572.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 16:00:00 - 17:00:00","45572.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 17:00:00 - 18:00:00","45572.6666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 18:00:00 - 19:00:00","45572.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 19:00:00 - 20:00:00","45572.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 20:00:00 - 21:00:00","45572.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 21:00:00 - 22:00:00","45572.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 22:00:00 - 23:00:00","45572.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"07/10/2024 23:00:00 - 00:00:00","45572.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 00:00:00 - 01:00:00","45572.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 01:00:00 - 02:00:00","45573.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 02:00:00 - 03:00:00","45573.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 03:00:00 - 04:00:00","45573.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 04:00:00 - 05:00:00","45573.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 05:00:00 - 06:00:00","45573.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 06:00:00 - 07:00:00","45573.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 07:00:00 - 08:00:00","45573.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 08:00:00 - 09:00:00","45573.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 09:00:00 - 10:00:00","45573.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 10:00:00 - 11:00:00","45573.3750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 11:00:00 - 12:00:00","45573.4166666667","3 %","2.8333","0 %","0.0000","100 %","0000010000"
"08/10/2024 12:00:00 - 13:00:00","45573.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 13:00:00 - 14:00:00","45573.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 14:00:00 - 15:00:00","45573.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 15:00:00 - 16:00:00","45573.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 16:00:00 - 17:00:00","45573.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 17:00:00 - 18:00:00","45573.6666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 18:00:00 - 19:00:00","45573.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 19:00:00 - 20:00:00","45573.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 20:00:00 - 21:00:00","45573.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 21:00:00 - 22:00:00","45573.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 22:00:00 - 23:00:00","45573.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"08/10/2024 23:00:00 - 00:00:00","45573.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 00:00:00 - 01:00:00","45573.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 01:00:00 - 02:00:00","45574.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 02:00:00 - 03:00:00","45574.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 03:00:00 - 04:00:00","45574.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 04:00:00 - 05:00:00","45574.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 05:00:00 - 06:00:00","45574.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 06:00:00 - 07:00:00","45574.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 07:00:00 - 08:00:00","45574.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 08:00:00 - 09:00:00","45574.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 09:00:00 - 10:00:00","45574.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 10:00:00 - 11:00:00","45574.3750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 11:00:00 - 12:00:00","45574.4166666667","3 %","2.8333","0 %","0.0000","100 %","0000010000"
"09/10/2024 12:00:00 - 13:00:00","45574.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 13:00:00 - 14:00:00","45574.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 14:00:00 - 15:00:00","45574.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 15:00:00 - 16:00:00","45574.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 16:00:00 - 17:00:00","45574.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 17:00:00 - 18:00:00","45574.6666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 18:00:00 - 19:00:00","45574.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 19:00:00 - 20:00:00","45574.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 20:00:00 - 21:00:00","45574.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 21:00:00 - 22:00:00","45574.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 22:00:00 - 23:00:00","45574.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"09/10/2024 23:00:00 - 00:00:00","45574.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 00:00:00 - 01:00:00","45574.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 01:00:00 - 02:00:00","45575.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 02:00:00 - 03:00:00","45575.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 03:00:00 - 04:00:00","45575.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 04:00:00 - 05:00:00","45575.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 05:00:00 - 06:00:00","45575.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 06:00:00 - 07:00:00","45575.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 07:00:00 - 08:00:00","45575.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 08:00:00 - 09:00:00","45575.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 09:00:00 - 10:00:00","45575.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 10:00:00 - 11:00:00","45575.3750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 11:00:00 - 12:00:00","45575.4166666667","3 %","2.8333","0 %","0.0000","100 %","0000010000"
"10/10/2024 12:00:00 - 13:00:00","45575.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 13:00:00 - 14:00:00","45575.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 14:00:00 - 15:00:00","45575.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 15:00:00 - 16:00:00","45575.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 16:00:00 - 17:00:00","45575.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 17:00:00 - 18:00:00","45575.6666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 18:00:00 - 19:00:00","45575.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 19:00:00 - 20:00:00","45575.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 20:00:00 - 21:00:00","45575.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 21:00:00 - 22:00:00","45575.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 22:00:00 - 23:00:00","45575.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"10/10/2024 23:00:00 - 00:00:00","45575.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 00:00:00 - 01:00:00","45575.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 01:00:00 - 02:00:00","45576.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 02:00:00 - 03:00:00","45576.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 03:00:00 - 04:00:00","45576.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 04:00:00 - 05:00:00","45576.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 05:00:00 - 06:00:00","45576.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 06:00:00 - 07:00:00","45576.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 07:00:00 - 08:00:00","45576.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 08:00:00 - 09:00:00","45576.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 09:00:00 - 10:00:00","45576.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 10:00:00 - 11:00:00","45576.3750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 11:00:00 - 12:00:00","45576.4166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 12:00:00 - 13:00:00","45576.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 13:00:00 - 14:00:00","45576.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 14:00:00 - 15:00:00","45576.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 15:00:00 - 16:00:00","45576.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 16:00:00 - 17:00:00","45576.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 17:00:00 - 18:00:00","45576.6666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 18:00:00 - 19:00:00","45576.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 19:00:00 - 20:00:00","45576.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 20:00:00 - 21:00:00","45576.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 21:00:00 - 22:00:00","45576.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 22:00:00 - 23:00:00","45576.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"11/10/2024 23:00:00 - 00:00:00","45576.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 00:00:00 - 01:00:00","45576.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 01:00:00 - 02:00:00","45577.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 02:00:00 - 03:00:00","45577.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 03:00:00 - 04:00:00","45577.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 04:00:00 - 05:00:00","45577.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 05:00:00 - 06:00:00","45577.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 06:00:00 - 07:00:00","45577.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 07:00:00 - 08:00:00","45577.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 08:00:00 - 09:00:00","45577.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 09:00:00 - 10:00:00","45577.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 10:00:00 - 11:00:00","45577.3750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 11:00:00 - 12:00:00","45577.4166666667","3 %","2.8333","0 %","0.0000","100 %","0000010000"
"12/10/2024 12:00:00 - 13:00:00","45577.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 13:00:00 - 14:00:00","45577.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 14:00:00 - 15:00:00","45577.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 15:00:00 - 16:00:00","45577.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 16:00:00 - 17:00:00","45577.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 17:00:00 - 18:00:00","45577.6666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 18:00:00 - 19:00:00","45577.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 19:00:00 - 20:00:00","45577.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 20:00:00 - 21:00:00","45577.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 21:00:00 - 22:00:00","45577.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 22:00:00 - 23:00:00","45577.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"12/10/2024 23:00:00 - 00:00:00","45577.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 00:00:00 - 01:00:00","45577.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 01:00:00 - 02:00:00","45578.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 02:00:00 - 03:00:00","45578.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 03:00:00 - 04:00:00","45578.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 04:00:00 - 05:00:00","45578.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 05:00:00 - 06:00:00","45578.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 06:00:00 - 07:00:00","45578.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 07:00:00 - 08:00:00","45578.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 08:00:00 - 09:00:00","45578.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 09:00:00 - 10:00:00","45578.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 10:00:00 - 11:00:00","45578.3750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 11:00:00 - 12:00:00","45578.4166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 12:00:00 - 13:00:00","45578.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 13:00:00 - 14:00:00","45578.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 14:00:00 - 15:00:00","45578.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 15:00:00 - 16:00:00","45578.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 16:00:00 - 17:00:00","45578.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 17:00:00 - 18:00:00","45578.6666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 18:00:00 - 19:00:00","45578.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
